placeID,latitude,longitude,the_geom_meter,name,address,city,state,country,fax,zip,alcohol,smoking_area,dress_code,accessibility,price,url,Rambience,franchise,area,other_services,Rcuisine,parking_lot,Rpayment,hours,days
132706,23.7292162,-99.1323571,0101000020957F00000F14Bf6B2C8657C1963Ccb8E5C464941,Gorditas Dona Tota,Zaragoza Entre Francisco Zarco Y Lopez Velarde,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,Not Permitted,Informal,No Accessibility,Medium,?,Familiar,T,Closed,None,Mexican,Public,Visa,09:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132667,23.7526973,-99.1633594,0101000020957F00005D67Bcdded8157C1222A2Dc8D84D4941,Little Pizza Emilio Portes Gil,Calle Emilio Portes Gil,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,None,Informal,Completely,Low,?,Familiar,T,Closed,None,Armenian,None,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132626,23.7375834,-99.1351318,0101000020957F0000Aa7883Add88457C1Fa651328Ba464941,La Perica Hamburguesa,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,None,Informal,Completely,Medium,?,Familiar,T,Closed,None,Italian,Yes,American Express,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132613,23.7529035,-99.165076,0101000020957F00008Eba2D06Dc8157C194E03B7B504E4941,Carnitas Mata,Lic. Emilio Portes Gil,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,Permitted,Informal,Completely,Medium,?,Familiar,T,Closed,None,Mexican,Yes,Cash,08:00-16:00;,Mon;Tue;Wed;Thu;Fri;
132609,23.7602683,-99.1658646,0101000020957F0000A478418Bba8057C133851Eb22C4E4941,Pollo Frito Buenos Aires,Tampico,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,Not Permitted,Informal,Completely,Low,?,Quiet,T,Closed,None,Fast Food,Yes,Cash,12:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132608,23.7588052,-99.1651297,0101000020957F0000A15C8F5Ff78057C1C93Cea9E0A4E4941,Hamburguesas La Perica,Cd. Mier,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,Permitted,Informal,Completely,Low,?,Quiet,T,Open,None,Mexican,Public,Cash,19:00-02:00;,Mon;Tue;Wed;Thu;Fri;
132594,23.7521677,-99.165709,0101000020957F00003Ae4C6Dbf48157C1Ce38Ecc1864E4941,Tacos De Barbacoa Enfrente Del Tec,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,Not Permitted,Informal,Completely,Low,?,Familiar,F,Open,None,Mexican,Public,Cash,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132584,23.7523648,-99.1652879,0101000020957F000048C65Ba7Ef8157C177F2344D664E4941,Gorditas Dona Tota,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,Not Permitted,Informal,Completely,Medium,?,Familiar,T,Closed,None,Mexican,Yes,Cash,08:30-20:00;,Mon;Tue;Wed;Thu;Fri;
132572,22.1416471,-100.9927118,0101000020957F00005D19Bf45294958C18Ff7F8E260A84B41,Cafe Chaires,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Informal,Completely,Low,?,Familiar,F,Closed,None,Cafeteria,Yes,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132560,23.7523041,-99.1669133,0101000020957F0000Fc60Bda8E88157C1B2C357D6Da4E4941,Puesto De Gorditas,Frente Al Tecnologico,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,Permitted,Informal,No Accessibility,Low,?,Familiar,F,Open,None,Regional,Public,Cash,08:00-12:00;,Mon;Tue;Wed;Thu;Fri;
