Place ID,latitude,longitude,Restaurant Name,Address,City,State,Country,ZIP Code,Alcohol Availability,Smoking Area,Dress Code,Accessibility,Price Range,Ambience,Area,Other Services,Cuisine Type,Parking Availability,Payment Methods,Opening Hours,Operating Days,User ID,Rating,Food Rating,Service Rating,U latitude,U longitude,Smoking Habit,Drinking Habit,Dress Preference,Preferred Ambience,Transport Mode,Marital Status,People Under Charge,Birth Year,Interest,Personality,Religion,Activity Level,Favorite Color,Weight (kg),Budget,Height (cm),Preferred Payment Method,User Preference
135069,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,78399,Wine/ Beer,Section,Informal,No Accessibility,Low,Familiar,Closed,Variety,Bar,Yes,Cash,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1105,Dissatisfied,Dissatisfied,Dissatisfied,22.120019,-100.950991,False,Social drinker,Formal,Family,Public,Single,Independent,1991,Variety,Hard worker,Christian,Student,Green,40,Medium,1.74,Cash,Cafeteria
135069,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,78399,Wine/ Beer,Section,Informal,No Accessibility,Low,Familiar,Closed,Variety,Bar,Yes,Cash,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1115,Neutral,Dissatisfied,Neutral,22.138127,-100.920512,True,Social drinker,Elegant,Friends,Public,Single,Independent,1990,Variety,Hard worker,Catholic,Student,Green,76,Low,1.76,Cash,Regional
135069,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,78399,Wine/ Beer,Section,Informal,No Accessibility,Low,Familiar,Closed,Variety,Bar,Yes,Cash,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1069,Dissatisfied,Dissatisfied,Dissatisfied,19.347641,-99.130229,False,Social drinker,No preference,Family,Public,Single,Independent,1983,Variety,Thrifty protector,Catholic,Professional,Black,60,Medium,1.56,Cash,Mexican
135069,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,78399,Wine/ Beer,Section,Informal,No Accessibility,Low,Familiar,Closed,Variety,Bar,Yes,Cash,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1008,Neutral,Neutral,Neutral,22.122989,-100.923811,False,Social drinker,Formal,Solitary,Public,Single,Independent,1989,Technology,Hard worker,Catholic,Student,Green,68,Low,1.72,Cash,Cafe-Coffee_Shop
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1077,Neutral,Satisfied,Satisfied,22.156469,-100.98554,False,Social drinker,Elegant,Family,Public,Married,Kids,1987,Technology,Thrifty protector,Catholic,Student,Blue,65,Medium,1.71,Bank debit cards,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1053,Satisfied,Satisfied,Neutral,22.175833,-100.986671,False,Casual drinker,Informal,Family,Public,Single,Independent,1990,Variety,Thrifty protector,Catholic,Student,Red,66,Low,1.72,Cash,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1064,Neutral,Dissatisfied,Neutral,22.139511,-100.957002,False,Casual drinker,Formal,Solitary,Public,Single,Independent,1991,Variety,Hunter ostentatious,Atheist,Student,Blue,94,Medium,1.77,Cash,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1125,Neutral,Dissatisfied,Satisfied,22.19204,-100.956935,False,Casual drinker,Formal,Friends,Public,Single,Independent,1990,Technology,Hard worker,Catholic,Student,White,57,Low,1.67,Cash,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1022,Neutral,Neutral,Satisfied,22.146708,-100.964355,False,Casual drinker,Formal,Family,Car owner,Single,Independent,1990,Variety,Hard worker,Catholic,Student,Purple,46,Medium,1.54,Cash,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1116,Dissatisfied,Dissatisfied,Dissatisfied,22.156469,-100.98554,False,Social drinker,Formal,Family,Public,Married,Kids,1987,Technology,Thrifty protector,Catholic,Student,Blue,40,Medium,1.71,Visa,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1004,Neutral,Neutral,Neutral,18.867,-99.183,False,Abstemious,Informal,Family,Public,Single,Independent,1940,Variety,Hard worker,Atheist,Professional,Green,44,Medium,1.53,Bank debit cards,Bakery
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1071,Neutral,Satisfied,Satisfied,22.154339,-100.975342,False,Abstemious,Formal,Friends,Car owner,Single,Independent,1930,Variety,Hunter ostentatious,Atheist,Student,Blue,40,High,1.73,Cash,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1045,Satisfied,Satisfied,Satisfied,22.156724,-100.984268,False,Casual drinker,Elegant,Friends,Car owner,Single,Independent,1991,Technology,Thrifty protector,Mormon,Student,Orange,68,High,1.6,Cash,Middle_Eastern
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1009,Neutral,Neutral,Neutral,22.159427,-100.990448,False,Abstemious,Formal,Family,On foot,Single,Kids,1991,Variety,Thrifty protector,Catholic,Student,Green,75,Medium,1.78,Cash,Diner
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1016,Satisfied,Satisfied,Satisfied,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Cafe-Coffee_Shop
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1099,Satisfied,Satisfied,Satisfied,22.184862,-100.970535,True,Social drinker,Informal,Family,Public,Single,Independent,1989,Technology,Conformist,Catholic,Student,Purple,70,High,Satisfied,Visa,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1054,Satisfied,Satisfied,Satisfied,22.150683,-100.975342,False,Social drinker,Formal,Family,Public,Single,Independent,1992,Technology,Thrifty protector,Catholic,Student,Blue,59,Medium,1.7,Cash,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1032,Neutral,Neutral,Neutral,22.169184,-100.986843,False,Abstemious,Formal,Family,Public,Single,Independent,1989,Variety,Hard worker,Catholic,Student,Blue,40,Medium,1.75,Cash,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1135,Dissatisfied,Dissatisfied,Dissatisfied,22.170396,-100.949936,False,Casual drinker,Informal,Family,On foot,Single,Kids,1988,Variety,Hunter ostentatious,Catholic,Student,Purple,66,Low,1.54,Cash,Organic-Healthy
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1078,Satisfied,Satisfied,Satisfied,22.172109,-100.963199,True,Social drinker,Informal,Solitary,Car owner,Single,Independent,1983,Variety,Hard worker,Catholic,Professional,Blue,69,Medium,1.69,Cash,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1098,Satisfied,Neutral,Satisfied,22.182571,-100.963232,False,Social drinker,Formal,Family,Public,Single,Independent,1991,Variety,Thrifty protector,Catholic,Student,Green,68,Medium,1.76,Cash,Mexican
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1086,Neutral,Neutral,Neutral,22.157281,-100.98444,False,Social drinker,No preference,Family,Car owner,Single,Independent,1991,Variety,Hunter ostentatious,Catholic,Student,Red,49,Medium,1.59,Cash,Italian
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1128,Dissatisfied,Dissatisfied,Dissatisfied,22.187236,-100.994213,False,Casual drinker,No preference,Friends,Public,Single,Independent,1986,Variety,Thrifty protector,Catholic,Student,Red,66,Low,1.72,Cash,Cafeteria
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1073,Dissatisfied,Dissatisfied,Dissatisfied,22.15,-100.983,False,Abstemious,Informal,Solitary,Car owner,Widow,Kids,1989,Eco friendly,Hard worker,Atheist,Others,Yellow,118,Medium,1.79,Cash,American
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Seafood,Yes,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,U1013,Neutral,Neutral,Dissatisfied,22.174624,-100.993873,False,Abstemious,No preference,Friends,Public,Widow,Independent,1982,Retro,Thrifty protector,Atheist,Professional,Blue,80,Medium,1.75,Cash,Japanese
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1134,Satisfied,Neutral,Dissatisfied,22.149654,-100.99861,False,Casual drinker,No preference,Family,Public,Single,Independent,1991,Variety,Hard worker,Catholic,Student,Black,52,Medium,1.65,Cash,Mexican
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1116,Dissatisfied,Satisfied,Satisfied,22.156469,-100.98554,False,Social drinker,Formal,Family,Public,Married,Kids,1987,Technology,Thrifty protector,Catholic,Student,Blue,40,Medium,1.71,Visa,Mexican
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1036,Satisfied,Satisfied,Satisfied,22.160572,-100.989418,False,Social drinker,Informal,Family,Public,Single,Independent,1991,Variety,Hard worker,Catholic,Student,Blue,76,Medium,1.7,Cash,Mexican
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1009,Satisfied,Neutral,Neutral,22.159427,-100.990448,False,Abstemious,Formal,Family,On foot,Single,Kids,1991,Variety,Thrifty protector,Catholic,Student,Green,75,Medium,1.78,Cash,Diner
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1085,Satisfied,Satisfied,Neutral,22.196787,-100.936335,False,Abstemious,No preference,Solitary,Car owner,Single,Independent,1988,Technology,Thrifty protector,Catholic,Student,Black,84,Medium,1.7,Cash,Mexican
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1029,Satisfied,Neutral,Neutral,22.151796,-100.989075,True,Casual drinker,Formal,Family,Public,Single,Independent,1990,Variety,Conformist,Catholic,Student,White,58,Low,1.6,Cash,Mexican
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1137,Satisfied,Dissatisfied,Satisfied,22.144803,-100.944623,False,Social drinker,Formal,Family,Public,Single,Independent,1989,Eco friendly,Hard worker,Catholic,Student,Blue,72,Low,1.78,Cash,Mexican
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1002,Neutral,Satisfied,Neutral,22.150087,-100.983325,False,Abstemious,Informal,Family,Public,Single,Independent,1990,Technology,Hunter ostentatious,Catholic,Student,Red,40,Low,1.87,Cash,Mexican
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1003,Satisfied,Satisfied,Satisfied,22.119847,-100.946527,False,Social drinker,Formal,Family,Public,Single,Independent,1989,Technology,Hard worker,Catholic,Student,Blue,60,Low,1.69,Cash,Mexican
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1108,Neutral,Neutral,Neutral,22.143524,-100.987562,False,Abstemious,Informal,Solitary,Public,Single,Independent,1983,Technology,Thrifty protector,Catholic,Student,Blue,76,Medium,1.81,Mastercard eurocard,Cafe-Coffee_Shop
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1084,Neutral,Dissatisfied,Satisfied,22.172524,-101.005758,True,Casual drinker,Formal,Family,Public,Single,Independent,1991,Variety,Thrifty protector,Catholic,Student,Red,65,Medium,1.6,Cash,Mexican
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1009,Neutral,Neutral,Satisfied,22.159427,-100.990448,False,Abstemious,Formal,Family,On foot,Single,Kids,1991,Variety,Thrifty protector,Catholic,Student,Green,75,Medium,1.78,Cash,Diner
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1095,Neutral,Satisfied,Satisfied,22.179865,-101.018547,False,Abstemious,Formal,Family,Public,Married,Independent,1986,Variety,Thrifty protector,Catholic,Student,Blue,65,Medium,1.65,Cash,Italian
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1007,Neutral,Satisfied,Neutral,22.118464,-100.938256,False,Casual drinker,Informal,Solitary,Public,Single,Independent,1989,Variety,Thrifty protector,Catholic,Student,Purple,60,Low,1.59,Cash,Family
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1032,Satisfied,Neutral,Dissatisfied,22.169184,-100.986843,False,Abstemious,Formal,Family,Public,Single,Independent,1989,Variety,Hard worker,Catholic,Student,Blue,40,Medium,1.75,Cash,Mexican
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1135,Dissatisfied,Dissatisfied,Dissatisfied,22.170396,-100.949936,False,Casual drinker,Informal,Family,On foot,Single,Kids,1988,Variety,Hunter ostentatious,Catholic,Student,Purple,66,Low,1.54,Cash,Organic-Healthy
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1109,Satisfied,Satisfied,Satisfied,22.303308,-101.05468,False,Abstemious,Formal,Solitary,Public,Single,Independent,1989,Eco friendly,Thrifty protector,Catholic,Student,Blue,57,Low,1.72,Cash,Mexican
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1089,Neutral,Neutral,Neutral,22.162562,-100.99313,True,Casual drinker,Informal,Family,Public,Single,Independent,1990,Variety,Conformist,Catholic,Student,White,54,Low,1.6,Cash,Mexican
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1137,Dissatisfied,Satisfied,Satisfied,22.144803,-100.944623,False,Social drinker,Formal,Family,Public,Single,Independent,1989,Eco friendly,Hard worker,Catholic,Student,Blue,72,Low,1.78,Cash,Mexican
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1114,Dissatisfied,Dissatisfied,Dissatisfied,22.177726,-101.014094,False,Abstemious,No preference,Family,On foot,Single,Independent,1991,Variety,Hard worker,Catholic,Student,Blue,58,Medium,1.68,Cash,Mexican
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1061,Neutral,Neutral,Neutral,22.140388,-100.937321,False,Social drinker,No preference,Friends,Car owner,Single,Independent,1990,Technology,Hard worker,Catholic,Professional,Blue,40,Medium,1.76,Bank debit cards,Mexican
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1046,Satisfied,Satisfied,Neutral,22.144415,-100.933097,False,Social drinker,No preference,Friends,Car owner,Single,Independent,1990,Retro,Hard worker,Catholic,Student,Black,82,Medium,1.84,Cash,Bar
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1097,Satisfied,Neutral,Neutral,22.145471,-100.939588,False,Abstemious,Formal,Family,Public,Single,Independent,1990,Variety,Hard worker,Catholic,Student,Black,58,Medium,1.64,Cash,Mexican
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1128,Dissatisfied,Dissatisfied,Dissatisfied,22.187236,-100.994213,False,Casual drinker,No preference,Friends,Public,Single,Independent,1986,Variety,Thrifty protector,Catholic,Student,Red,66,Low,1.72,Cash,Cafeteria
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1058,Satisfied,Satisfied,Dissatisfied,22.205802,-100.986081,False,Abstemious,Formal,Family,Public,Single,Independent,1991,Variety,Hard worker,Catholic,Student,Red,74,Low,1.78,Cash,Cuban
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1010,Neutral,Dissatisfied,Dissatisfied,22.190889,-100.998669,False,Social drinker,No preference,Friends,Car owner,Married,Kids,1987,Technology,Hard worker,Atheist,Student,Green,40,Medium,1.67,Cash,Mexican
135057,22.145992,-100.955118,El Herradero Restaurante And Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,78390,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,American Express,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1064,Neutral,Neutral,Satisfied,22.139511,-100.957002,False,Casual drinker,Formal,Solitary,Public,Single,Independent,1991,Variety,Hunter ostentatious,Atheist,Student,Blue,94,Medium,1.77,Cash,Mexican
135057,22.145992,-100.955118,El Herradero Restaurante And Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,78390,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Bar,Yes,American Express,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,U1014,Neutral,Dissatisfied,Satisfied,23.751607,-99.170108,False,Abstemious,No preference,Friends,Public,Single,Independent,1990,Retro,Hard worker,Catholic,Student,Blue,53,Medium,1.69,Cash,Japanese
